template_name,num_categories,total_rows,samples_processed,parse_rate,accuracy,qwk,mse,mae
few_shot,26,9663,9663,1.0,0.7490427403497879,0.4469339304205414,0.3913898375245783,0.29763013556866397
zero_shot,26,9663,9663,1.0,0.7586670806167857,0.4345034318675504,0.3685190934492394,0.2836593190520542
