template_name,num_categories,total_rows,samples_processed,parse_rate,accuracy,qwk,mse,mae
few_shot,26,9663,9663,1.0,0.7372451619579841,0.4313299286637985,0.41074200558832663,0.3120149022042844
zero_shot,26,9663,9663,1.0,0.6612853151195281,0.34614366425666454,0.46041601986960573,0.3792817965435165
