template_name,num_categories,total_rows,samples_processed,parse_rate,accuracy,qwk,mse,mae
few_shot,1,482,482,1.0,0.8609958506224067,0.580469774651246,0.1514522821576763,0.1431535269709543
zero_shot,2,964,964,1.0,0.7894190871369294,0.482756529671511,0.2385892116182572,0.21991701244813272
