template_name,num_categories,total_rows,samples_processed,parse_rate,accuracy,qwk,mse,mae
few_shot,26,9663,9663,1.0,0.7536996791886578,0.4487386530432897,0.3913898375245783,0.29452550967608404
zero_shot,26,9663,9663,1.0,0.7619786815688709,0.4356407388078966,0.36893304356825,0.28158956845700095
