template_name,num_categories,total_rows,samples_processed,parse_rate,accuracy,qwk,mse,mae
few_shot,26,9663,9663,1.0,0.7372451619579841,0.4298873917161647,0.4140536065404119,0.313049777501811
zero_shot,26,9663,9663,1.0,0.665321328779882,0.35779552574875795,0.4557590810307358,0.3750388078236572
